Comment;Sentiment
"قسم بالل من اكثر من ٦ شهور تقريبا وانا كل فتره احاول افتح حساب اس تي سي باي وللان ما ضبط !!!!! كل مره يعطيني خطأ السستم واخرها اليوم غيرت كلمه المرور بحكم اني نسيتها ؤجيت بكمل اجراء فتح حساب وطلع لي رسالة لا يمكنك الاكمال فضلا الانتظار الى يوم غداً وحاط لي نفس وقت اليوم بس بكره اقدر اكمل 😂😂😂😂😂😂😂 يا رجل ايش هذا التطبيق اللي اساسا صعوبة فتح الحساب فيه اصعب من اختبار القدرات والتحصيلي في المقابل فيه تطبيق اسمه urpay اذكر فتحت حساب فيه باقل من دقيقتين واستقبلت منه حوالة... اس تي سي باي 👎🏻👎";Neutral
Please let the Google play store will fix I have some trouble to use my vouchers;Positive
The app doesn't work on my phone Mi 10T Pro;Neutral
Excellent;Positive
Hi i ordered play store card but i am not getting voucher number;Positive
New error Withdrawal limit exceed i didnt do any trncsetiom this month and once i m trying transfer money fom my bank account to stc pay it give me error ur withdrawal limit has been exceeded.trasection declined;Negative
Update takes ages;Neutral
Says my number isn't registered under my ID?!!;Positive
Since 2 months ago i cannot add a recipient for international transfer. Always unable to process...;Neutral
R4049. Blocked account. I cant send international transfer. I call all customer service from stc pay western union still not fix this. They say im sending money to india im not changing my benificiaries. They cant fix this problem.;Negative
Good platform;Positive
Have lots of bugs abd tried couple of time to follow up to fix it but no change. I already verified my account and they said everything is fine but still issue can not used it;Negative
Good;Positive
Optional;Neutral
The server is down couldn't use the app;Neutral
When will come in uae;Neutral
After International transfer they hold transaction due to additional documents requirements. When try to select documents and upload selection option not working. Even If u creat ticket and try to upload APP closed. I check with 2 different android phone Same issue. Now my transaction is on hold even documents uploaded through email even after 6 days. Every time I called help line no benefit I tried to use apple phone and upload documents it's working in apple. So issue in Android version;Positive
Helping;Positive
Ineed tostcpay;Neutral
Not opt at my samsung a52s 5g. What a disappointment;Negative
Useful /useless app as there's silly security reasons for which the app auto locks for 48hours.;Positive
IMELDAH NEKESA A51;Neutral
Good apps very easy send money;Positive
Worst app no support. Is there anyone called support 🤔 👀;Negative
Massage;Neutral
Good;Positive
Provide good services but most of time have technical issues.;Positive
Worse ever already deducted and not sent;Negative
Good wark;Positive
Bad now stc pay mobile app I have 1 years now I need update not coming verify number;Negative
Good app;Positive
Good;Positive
good app easy to use.more helpfull;Positive
Good;Positive
I like this app.;Positive
👍 Nic;Neutral
I would like to make an account on STC Pay. But showing the problem of ID verification;Negative
👌👌👌👌👍👍👍;Neutral
Sup;Neutral
Cash in using credit card is not working.;Positive
Good;Positive
Gud;Neutral
Great app to use;Positive
This app is getting stuck.After I updatestill it is getting stuck.Please solve this issue.;Positive
Nice;Positive
Good;Positive
You became worst e-wallet .. nothing easily refunding or transfer;Negative
Good But some Times problems. Now App's Disturb.;Negative
Excellent;Positive
SADAD payment from SABB credit card using SABB app not working.;Positive
Wowow stcpay you are amazing i love your service and i love stc pay ❤️❤️❤️;Positive
Having a lot of trouble to add my new STC card It says transaction failed everytime I try. I am annoyed. 🙄;Negative
Agent does not show up on app support chat. Customer service number is not responsive.. 2 days already but the remittance is not yet received. Same issue i spoke with customer support he is in a rush to get off the phone. No clear resolution 0 STAR! App and related services especially customer service is useless!;Positive
Very convenient for me to send money to my family....its fast and easy way specially using mobile wallet transactions..thank u so much Stcpay.. you make our life easier specially for me as I working as a helper here in Saudi....;Positive
Great;Positive
stc pay very best;Positive
easy to use thanks;Positive
Amazing app fast remittance & user friendly app;Positive
App with helpful features providing payments & transfers with ease. Urge to get it.;Positive
So nice;Positive
Good service;Positive
Excellent;Positive
404 error everytime I open this app Had to download it on my other device to be able to use it;Negative
Verry good;Positive
👍👍👍;Neutral
👍👍👍;Neutral
Easy to use this apps;Positive
Very good app and features.;Positive
Super app;Positive
Useless after the latest update every time I am trying to access my account the app responds that your account is suspended for 60 minutes.;Negative
The worst app ever i have seen the customer care their response is very very very bad and aslo they don't have front office if something wrong happened the only way to solve problems is customer care and also they want give you the full solutions;Negative
Always have technical issues. If you're wallet balance greater than 500 SAR you will face the technical issues either to transfer or online purchase. Very bad service. Don't recommend to anyone. The worst application with always technical issues. Thats we called STC Pay.;Negative
"فاشل كل يوم يعلق وضاعت علي فلوس بسبب التعليق، لو يلغوه افضل شركة الاست كلهم استات";Neutral
Good app;Positive
Good aap;Positive
Very good service;Positive
Always have technical issue;Neutral
Recently it really takes a long time to receive money especially with local bank transactions (sabb to anb stc account)..Its much better before where you receive it within the day..;Positive
Fix now i need send for my family;Neutral
Why Can't add money?;Neutral
Something wrong...i cant add mnoey right nowits buffering with no iconand then same problem my money will get eat;Negative
After entering 4digit code stuck in 3D secure not loading anymore. Unable to add money.;Positive
Golden;Neutral
Before too much easy to send money international now too much things to fill up useless app you should delete this application it's useless now. .its trash;Negative
Good;Positive
Facing many issues with very poor support. Notification is not working always. So you colud miss important transactions. 😕;Negative
Most useful 👍🏻 and the best of its ability will always get better experience with that of other apps than it;Positive
Nice;Positive
Very good;Positive
"لفل عالي من الغباء";Neutral
Am appreciate 🙏;Positive
Good;Positive
I have been using this for 6 months and till now I have not received their stc pay card some times this not working Their card delivery is very bad not good;Negative
Good;Positive
Awesome apps;Positive
Excellent service 👏 thanks 😊;Positive
Best app stc pay;Positive
Ver poorly@android;Neutral
ماقبل البصمة فعلى كذا قفلوا حسابي يوم كامل🤣;Neutral
ماقبل البصمة فعلى كذا قفلوا حسابي يوم كامل🤣;Neutral
Awesome 👍;Positive
Unprofessional and uneducated staff in customer service they don't know how to deal how to talk they just left the chat again and again nawfy Abdullah agent name;Negative
